-1.439555294807163222e+01 -3.999999062493211355e+00 -2.152085788414803957e+01 -5.945807765505694675e+00 -1.084492616618148872e+02 -2.563541308531710250e+00 1.162488125205432977e-03
-2.768264708945659347e+00 -3.550763277575245791e+00 -1.917371110540152745e+00 -3.718979320224518492e+00 -1.069757624199671682e+02 -1.621280213696674188e+00 1.268278446807461542e-03
-2.456395280627869493e+00 -3.549129313576632860e+00 -1.840168508098320777e+00 -2.903645232699250567e+00 -1.068358729427540368e+02 -1.407404492376684191e+00 1.299624925340314664e-03
-2.150785056309958421e+00 -3.548479129137487309e+00 -1.809882219478901710e+00 -2.754982113035658653e+00 -1.065620866685348034e+02 -1.295006502401544912e+00 1.315610885223433011e-03
-2.086550442962669560e+00 -3.548078609688212204e+00 -1.773201374127930885e+00 -2.492113167641321514e+00 -1.059017987144974171e+02 -1.207636064982203772e+00 1.346094452315733199e-03
-2.024104757828916856e+00 -3.547611922352996050e+00 -1.750900004948652500e+00 -2.368556782828703522e+00 -1.055172024896613436e+02 -1.118293236780378841e+00 1.387614154763764426e-03
-1.978703904553714032e+00 -3.547145041276794863e+00 -1.709495581528966301e+00 -2.324385327502577425e+00 -1.054020293820913281e+02 -1.082724593156468629e+00 1.427485367251917717e-03
-1.860315280032906582e+00 -3.546889551811072128e+00 -1.662875147515754826e+00 -2.229277318303851008e+00 -1.052115370294857684e+02 -1.057612091570746982e+00 1.457004992266731263e-03
-1.857792221270648358e+00 -3.546617298216815151e+00 -1.590815991308639932e+00 -2.169026288173286687e+00 -1.048480092912651997e+02 -1.039557960399696057e+00 1.499056098970246624e-03
-1.834319449076506459e+00 -3.546069945309464622e+00 -1.555428823798113314e+00 -2.129966784277663727e+00 -1.044826046157734538e+02 -1.010721412299685484e+00 1.527513404953140339e-03
-1.794402625662999018e+00 -3.545695938590681884e+00 -1.335033159295309524e+00 -2.093884415744472705e+00 -1.041283289992487937e+02 -9.862653197181256992e-01 1.544110232260980427e-03
-1.772465951712714594e+00 -3.545410256967878482e+00 -1.331908823126008556e+00 -2.039822666767186821e+00 -1.040466809445292427e+02 -9.784280919547443389e-01 1.563037007791928321e-03
-1.742671619142756256e+00 -3.545301314305611129e+00 -1.331570888963177657e+00 -1.944163402724788270e+00 -1.039383930383895205e+02 -9.453957156152310581e-01 1.591866248472940081e-03
-1.700345112181365748e+00 -3.545020104379656978e+00 -1.331441698767352744e+00 -1.932540724665438692e+00 -1.038646134821569689e+02 -9.286579248734626590e-01 1.606227623536463783e-03
-1.654641311943333415e+00 -3.544647167834224177e+00 -1.331278136723096583e+00 -1.892030193375600078e+00 -1.037393894732800419e+02 -9.189911827098703467e-01 1.614201261038639926e-03
-1.634270463767952375e+00 -3.544331521423835785e+00 -1.331033076096131307e+00 -1.851493952068110183e+00 -1.036018514484298549e+02 -9.070447653583755265e-01 1.625519421657460216e-03
