-1.439555294807163222e+01 -3.999999062493211355e+00 -2.152085788414803957e+01 -5.945807765505694675e+00 -4.993724468282595552e+01 -2.563541308531710250e+00 7.133658367357634082e-03
-2.660009114514731543e+00 -3.550824028786238706e+00 -1.925370760076476895e+00 -3.267008724203583903e+00 -4.923967654976140551e+01 -1.555821291524442040e+00 7.388032552532180705e-03
-2.382838315478982061e+00 -3.549489807231336336e+00 -1.840492526131758622e+00 -2.769282222722190490e+00 -4.860730985166515694e+01 -1.398495275264513893e+00 7.500352939300554064e-03
-2.126738510656807524e+00 -3.548502518708133380e+00 -1.811000125044036846e+00 -2.698064164136261933e+00 -4.795156019159881566e+01 -1.284524625729376979e+00 7.600794971155886738e-03
-2.069828930090671815e+00 -3.548088070610559974e+00 -1.778788680839342939e+00 -2.466047631220740222e+00 -4.660566434394590374e+01 -1.159764581159829389e+00 7.668426908360117915e-03
-2.021263809215306573e+00 -3.547675955597890063e+00 -1.758255922838393381e+00 -2.354461258771113563e+00 -4.607821225365159989e+01 -1.098725216877966648e+00 7.759070410270882227e-03
-1.954622952924166324e+00 -3.547396186830521714e+00 -1.735373267507967610e+00 -2.290458762047287600e+00 -4.524205884111099607e+01 -1.076589981911670879e+00 7.789360273162724592e-03
-1.860294073362383838e+00 -3.546980594660328112e+00 -1.689806392273702995e+00 -2.192058484551276276e+00 -4.438580767142147465e+01 -1.054337674859522567e+00 7.856335260036607579e-03
-1.857713032225798644e+00 -3.546774684974886238e+00 -1.651890521038116066e+00 -2.132544078270233623e+00 -4.344029102154726729e+01 -1.024047349545198493e+00 7.929512751081880390e-03
-1.832061459441384654e+00 -3.546295522429818270e+00 -1.587964932035786259e+00 -2.103377376499719453e+00 -4.255457269689331667e+01 -9.918872211741969203e-01 7.953341419877491339e-03
-1.791594869311258886e+00 -3.546006054722766976e+00 -1.513230663216837524e+00 -2.044984723447865527e+00 -4.200248403881055737e+01 -9.806889612298907988e-01 8.008762818552452381e-03
-1.768306918096170133e+00 -3.545486462181014709e+00 -1.334372150454304906e+00 -1.940283613211245761e+00 -4.151752539156465360e+01 -9.502149528010677138e-01 8.062648811716706387e-03
-1.741832667425562420e+00 -3.545360288214101097e+00 -1.331499399359960645e+00 -1.932349586741011649e+00 -4.111096302125164925e+01 -9.325362460742496751e-01 8.140041570793111331e-03
-1.700296095468279978e+00 -3.545261959583142275e+00 -1.331204177815766387e+00 -1.891997446251976189e+00 -4.092298534745600591e+01 -9.212798163549744679e-01 8.182895617332304125e-03
-1.654915558330354308e+00 -3.544922973917350006e+00 -1.330985022506646409e+00 -1.852597714884944402e+00 -4.027236672141359008e+01 -9.076024880535709105e-01 8.223566403545930908e-03
-1.638264532775037363e+00 -3.544487818010542135e+00 -1.330886894720590297e+00 -1.810258656405714817e+00 -3.904220035093214847e+01 -8.896720824680808271e-01 8.266826302779389790e-03
-1.603857072387485427e+00 -3.544221778125729472e+00 -1.330613053061593387e+00 -1.774695504971138149e+00 -3.844174651179980629e+01 -8.607636306911689017e-01 8.331484779298630947e-03
-1.550851345060926256e+00 -3.543688428245951538e+00 -1.330490470674546621e+00 -1.739690513564292385e+00 -3.759455264186293988e+01 -8.523798330195427875e-01 8.357848481898468365e-03
-1.533142857445714213e+00 -3.543265754937690026e+00 -1.330319784394287108e+00 -1.709391703239385274e+00 -3.679976290477829792e+01 -8.502777176291267391e-01 8.430735695113718287e-03
-1.514918595317573669e+00 -3.543093904842897324e+00 -1.330179533317455531e+00 -1.688379379685096771e+00 -3.635297441412707542e+01 -8.443222087915219776e-01 8.464355089523848200e-03
-1.483216302204481307e+00 -3.542824705774770599e+00 -1.330015165087583773e+00 -1.673215510185639854e+00 -3.532589502769084788e+01 -8.353016786704664520e-01 8.547751162355527593e-03
-1.444491039947547906e+00 -3.542442080888961620e+00 -1.329776830404043819e+00 -1.657364581434271678e+00 -3.466786147244584981e+01 -8.238094413122848403e-01 8.609217850589191701e-03
-1.412618495551102527e+00 -3.542110051602451737e+00 -1.329615765452459630e+00 -1.644951686333925522e+00 -3.422023135920974113e+01 -8.174985191309782628e-01 8.637260280974952409e-03
-1.396606783457489787e+00 -3.541695835797839642e+00 -1.329474344045097123e+00 -1.624870918891929694e+00 -3.382338326414920715e+01 -8.084313125720099524e-01 8.675385282464389419e-03
-1.378134556542785383e+00 -3.541282200868975938e+00 -1.329351476136647170e+00 -1.597173464720839320e+00 -3.354698391936240398e+01 -7.916840022644821007e-01 8.721440922666807982e-03
-1.367906028210413627e+00 -3.540932072461293156e+00 -1.329207795332953745e+00 -1.578377954042719189e+00 -3.299255919359186606e+01 -7.864164498571779571e-01 8.768012126830234190e-03
-1.345986242171686609e+00 -3.540693572972954506e+00 -1.328990997251941364e+00 -1.566376725111519486e+00 -3.258787608778794720e+01 -7.705620435631339582e-01 8.822379910062820227e-03
-1.325974716632088768e+00 -3.540569629357092296e+00 -1.328882813709159949e+00 -1.561033768985769177e+00 -3.220689267181519000e+01 -7.632816397821148291e-01 8.836666465507625468e-03
-1.309342834779793296e+00 -3.540509440860326151e+00 -1.328748549405517565e+00 -1.548999616609309404e+00 -3.180760738488897488e+01 -7.540724604594386538e-01 8.874185055606881659e-03
-1.294109897497243145e+00 -3.540259212251581911e+00 -1.328629451512779669e+00 -1.538160237907340244e+00 -3.133596301596790212e+01 -7.429136053696195896e-01 8.928751401006245966e-03
-1.280748591157402361e+00 -3.539976666209793343e+00 -1.328528733595462752e+00 -1.518504539671403197e+00 -3.062322503805079421e+01 -7.286062221815555739e-01 8.965492050526215409e-03
-1.257433539142201351e+00 -3.539691793941205145e+00 -1.328482140213272489e+00 -1.500043111358807746e+00 -3.039432719046073572e+01 -7.240034612127594915e-01 9.008206092678421734e-03
-1.237556157730257400e+00 -3.539356753687661339e+00 -1.328447979636531384e+00 -1.484901450353540042e+00 -2.960237522480812800e+01 -7.195517191359761533e-01 9.092403572596233219e-03
