-2.822673988319036376e+00 -3.667641684370772204e+00 -1.966102512234694455e+00 -2.446020323671921126e+00 -4.986682635557785126e+00 -1.874802537471788488e+00
-1.923502428264471042e+00 -2.463448696165020380e+00 -1.561304236845999283e+00 -1.832325759683848254e+00 -3.816613461818983755e+00 -1.292071256261603018e+00
-1.751007431139513848e+00 -2.363180966826059493e+00 -1.265624739392553932e+00 -1.628453035916119118e+00 -3.272248014518233106e+00 -1.132083126303399467e+00
-1.646120475862714594e+00 -2.265087880346466243e+00 -1.247463872383089534e+00 -1.560399982421383669e+00 -3.018549913219860770e+00 -1.044251138840669668e+00
-1.520032953679602228e+00 -2.162081899456616441e+00 -1.235720086813722807e+00 -1.503033891351745588e+00 -2.786046101332912084e+00 -9.986812538939980888e-01
-1.421283254976468235e+00 -2.067815536564580725e+00 -1.219998296533315596e+00 -1.445100372493455021e+00 -2.656884330822681939e+00 -9.773315800769389883e-01
-1.371050374065335697e+00 -1.985993608550876033e+00 -1.209407377250037552e+00 -1.383057001451458490e+00 -2.464128130909997161e+00 -9.453092340566781049e-01
-1.342648457316858668e+00 -1.879435696099623243e+00 -1.200344213753457900e+00 -1.346172976303331881e+00 -2.408814390596577759e+00 -9.275002316232010546e-01
-1.299787168006679261e+00 -1.851582015815308457e+00 -1.195420859791624713e+00 -1.295843805395984649e+00 -2.244276002555852134e+00 -9.132313367914155489e-01
-1.215432804805860689e+00 -1.819120333504433251e+00 -1.184439886760294547e+00 -1.258295266836766180e+00 -2.138184684873284169e+00 -9.055978918078664286e-01
-1.157313872411781741e+00 -1.746987778760512144e+00 -1.176384881000611005e+00 -1.241529949205223859e+00 -2.033365154154507692e+00 -8.792977565223552006e-01
-1.120917148798063145e+00 -1.691403756443916162e+00 -1.171269624472198512e+00 -1.220030340696091731e+00 -1.984923624006461162e+00 -8.656959506901757972e-01
-1.098408594625683410e+00 -1.668947175542165429e+00 -1.162576938364082046e+00 -1.190923517191998737e+00 -1.949358113022561678e+00 -8.528064462382731747e-01
-1.052760837205592992e+00 -1.629527212972132322e+00 -1.149656273725077282e+00 -1.174712370723529187e+00 -1.867991800243522516e+00 -8.420247647860492624e-01
-1.027723256964739873e+00 -1.604661874755944240e+00 -1.141369653941089357e+00 -1.157470499346795245e+00 -1.783239333905819901e+00 -8.305192231259509450e-01
